business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
_0QZGrg91aaiMhh7tQyYYg,"Jacksons Bistro Bar & Sushi","601 S Harbour Island Blvd, Ste 100",Tampa,FL,33602,27.938724,-82.454881,3.5,1115,1
_0RfzLMX2eou1E24i1Vr2g,"A Foam & Fabric Place","246 N 4th Ave",Tucson,AZ,85705,32.224966,-110.965333,4.5,18,1
_0RHG6h4-GKMTg7NCyYOKQ,"Woof Gang Bakery & Grooming Carrollwood","13156 N Dale Mabry Hwy",Tampa,FL,33618,28.066329,-82.507251,5.0,7,1
_0RzNepfK1UfAcEe4U1TyQ,"Phresh Skin Aesthetics Wellness","6528 US Hwy 301, Ste 101",Riverview,FL,33578,27.886915,-82.329419,5.0,6,1
_0sCN_d5mTjcQB6G2zXBOQ,"TCBY Old Metairie Village","701 Metairie Rd, Ste 23101, Old Metairie Village Shopping Center",Metairie,LA,70005,29.988487,-90.130523,3.0,18,1
_0sis5-KdPTzkt5fuOwTCA,"Ron's Auto Service, Inc.","301 W Kings Hwy",Audubon,NJ,08106,39.884013,-75.068016,5.0,5,1
_0u1MwrTyXx7bLWuVW1XwQ,"Juan's Mexican Grill","1409 Main St",Dunedin,FL,34698,28.019103,-82.767600,3.5,86,1
_0Vfxy0FZlJ0Kyc_DrycNA,"UNION PARK CHARTER ACADEMY","32775 Oldwoods Ave","Wesley Chapel",FL,33543,28.185268,-82.273415,2.0,6,1
_0XbSqyzlUE8yVxvfYTtcQ,"North Shore Hot Dog","904 W Main St",Boise,ID,83702,43.616407,-116.205029,4.0,6,0
_0xXmhb27rntWnDStLRl0Q,"Travis Hesser - State Farm Insurance Agent","13603 Barrett Office Dr, Ste 102",Ballwin,MO,63021,38.595171,-90.473869,4.0,5,1
_0yC3ZPvPu_bV-zzSYtBdQ,"Planet Beach - Kenner","819 W Esplanade Ave, Ste I",Kenner,LA,70065,30.020317,-90.257530,5.0,6,1
_0z0kbLOsVpXmSjKWtrc7w,"Brian Mitchell, DDS","5255 E Knight Dr",Tucson,AZ,85712,32.249629,-110.880349,5.0,18,1
_0zJGuEoyXlaH98gZD6-cw,"Roman & Leo","8800 North St, Ste 115",Fishers,IN,46038,39.958436,-86.013506,5.0,6,1
_1_OLxqR-767Wfm8BZu6gQ,"Qt Nails & Spa","301-A Blackwood-Clementon Rd",Lindenwold,NJ,08021,39.805358,-75.008077,3.5,8,1
_10m_xRpfqqnj9jvUUIqjA,"Applebee's Grill + Bar","70 Buckwalter Rd",Limerick,PA,19468,40.198026,-75.525558,2.0,45,1
_12864iQDcnAs317NlF0hQ,"Studio Movie Grill","12332 University Mall Ct",Tampa,FL,33612,28.056940,-82.434500,2.5,265,0
_12o3WIWpnPZvcjlodJIjw,Kmart,"1 Flower Valley Shopping Ctr",Florissant,MO,63033,38.811722,-90.298316,2.0,10,0
_17mPclvO7AGufoCZoFuqQ,"Penn Dental Family Practice - Locust Walk","240 S 40th St, Fl 3",Philadelphia,PA,19104,39.952779,-75.203250,2.5,13,1
_1aCRm_YRJ1x9RagRHltLg,"Bergamot Market","336 White Bridge Rd",Nashville,TN,37209,36.151119,-86.857732,3.5,6,0
_1BaLAwkmuRt7bTCk74cGA,"Niko's Place Restaurant & Bar","6818 Us Hwy 19","New Port Richey",FL,34652,28.256719,-82.727207,4.0,90,0
_1dKyxpiEYjhCNGSdIn_kw,"Practically Frivolous","4140 16th St N","Saint Petersburg",FL,33703,27.809782,-82.655391,4.5,12,1
_1DZ7WTVME7u4iYfdAgbqw,"Down the Rabbit Hole","5132 E Pima St",Tucson,AZ,85712,32.243460,-110.882933,4.0,35,1
_1Ep7fi7vCY3J2rz6YGQmw,"The Vineyards Trattoria","250 Apollo Beach Blvd","Apollo Beach",FL,33572,27.771253,-82.395137,4.0,154,1
_1erJ4alN71jOjeoThCfxg,"Green Garden","4626 Baltimore Ave",Philadelphia,PA,19143,39.948578,-75.216277,2.5,27,0
_1f2QqzSKtxPrc5m2jZfBw,"HTG Supply","746 A Chester Pike, Ste A","Prospect Park",PA,19076,39.882892,-75.304638,5.0,5,1
_1feb1LaWjiDIvqi7qwEfA,"Mario's Bar & Grill Restaurant","668 S Broad St",Trenton,NJ,08611,40.208737,-74.753562,4.5,8,0
_1gXu5zigV5oW0D9M2I1Hw,"Camp Bow Wow Mt Juliet","3085 N Mt Juliet Rd","Mount Juliet",TN,37122,36.212784,-86.515366,3.5,10,1
_1i0PSnNVFSuju_4IxxO9Q,"Impact Pest Elimination","501 E Lemon St","Tarpon Springs",FL,34689,28.145147,-82.750201,4.5,19,1
_1itCzaA3bDVdPSwNCNPtA,"Chili's Grill & Bar","3801 Chestnut St",Philadelphia,PA,19104,39.955349,-75.198691,2.5,41,0
_1JgT69ALWvHExQNz48_8Q,"Payless Liquors","14580 River Rd",Noblesville,IN,46062,39.998344,-86.037978,4.0,5,1
_1jlbXWMxN50PQlaRpev7A,"Reytas Filipino Cuisine","1490 Haddonfield Berlin Rd","Cherry Hill",NJ,08003,39.880188,-75.005248,4.5,79,1
_1JmbxhyiTXO_CDytQTkgA,"Ike's Sandwiches","2175 N Virginia St",Reno,NV,89503,39.548280,-119.821530,4.0,194,1
_1lBLY51Ysv_U14UYhT2sg,"Nashville Vapor","900 Grammer Ln, Ste 210",Smyrna,TN,37167,35.980807,-86.563734,3.0,6,1
_1MMgEMpYdR9x7bK9eKyBQ,"Eldon's Auto Repair","2873 S Cole Rd",Boise,ID,83709,43.577221,-116.274666,1.0,5,1
_1n5XmMJ0cxxg9qMJTXqvw,Arby's,"8301 Little Rd","New Port Richey",FL,34654,28.277650,-82.675241,2.5,9,1
_1n7jzhNiPoSTCtHbZ9HFA,"Cigars International Superstore","10660 Palm River Rd",Tampa,FL,33619,27.931618,-82.333491,4.5,14,1
_1OKD3jnwKVFfrq6d4k4lA,"The Nail Lounge Of Tucson","2620 N 1st Ave",Tucson,AZ,85719,32.254358,-110.960554,4.0,191,1
_1PCcAGXECmf-dTLiCM7Iw,"Regenerative Orthopedic Institute","8011 N Himes Ave, Ste 3",Tampa,FL,33614,28.023021,-82.500343,4.0,6,1
_1Pid2TAS7REGzTMa2tMRg,"Manton Appliance Service","101 Almott Dr",Philadelphia,PA,19115,40.106902,-75.055531,4.0,20,1
_1rB4ggX8rhCPHmqqYnltw,"Shums Auto Repair","3600 Rhawn St",Philadelphia,PA,19136,40.042046,-75.028963,5.0,9,1
_1sd6M3Z6WI_wd87B8DvOw,"Bayou Nissan","13050 I-10 Service Rd","New Orleans",LA,70128,30.051869,-89.950461,3.0,9,1
_1tAjnIYulKpxgPWoCL3OQ,"Asian Cuisine","2901 E Busch Blvd",Tampa,FL,33612,28.031553,-82.426938,2.5,14,1
_1vpS2id9Jmd1aki_VYcVg,"Seven Corners","303 Congressional Blvd",Carmel,IN,46032,39.957572,-86.151610,1.0,120,1
_1W_H-By3_VhM_Bas4-JCQ,"Church's Chicken","2219 E Fletcher Ave",Tampa,FL,33612,28.068781,-82.433062,1.5,15,1
_1WfzSnKSRxzhg1nr5VQyg,"Escape Quest Tampa","6176 Gunn Hwy",Tampa,FL,33625,28.063716,-82.551360,5.0,5,0
_1wGbJlj9gRIcbGikrhUmA,"Miss Saigon","5849 Charlotte Pike",Nashville,TN,37209,36.147197,-86.863138,4.0,362,1
_1yhtgezlYuEAOM4C9nSSw,"Laura Buick GMC","903 N Bluff Rd",Collinsville,IL,62234,38.691701,-90.009272,3.5,102,1
_1zUyN7PGRVuMKBIjKFykw,"Taco Dirty","4447 4th St N","St. Petersburg",FL,33703,27.812618,-82.638258,4.0,48,1
_2_FDNxeMycDv_yp6BLHog,Hosteeva,"4736 W Napoleon Ave",Metairie,LA,70001,29.993648,-90.185537,1.5,9,1
_20lHmUP-NJjwZ9ygLx_sg,"Grateful Pets","1716 S Broadway","Saint Louis",MO,63104,38.608357,-90.199828,4.5,21,1
_2123T9_PBFtUKSKUhpuVw,"Vibra Hospital of Boise","6651 W Franklin Rd",Boise,ID,83709,43.603407,-116.264465,2.0,9,1
_22VqZzLBVjhaKfTg70dIA,"Linh-Nam Chinese Restaurant","3936 W Ina Rd, Ste 362",Marana,AZ,85741,32.338072,-111.049933,4.0,118,1
_240YS1KyuYpUXXZjM5qGg,"Bed Bath & Beyond","141 Highlands Boulevard Dr",Manchester,MO,63011,38.594029,-90.506735,4.0,16,1
_263rtToYyuswg0SDXBOdA,"Faces of Virtue Makeup Studio","220 Julia St","New Orleans",LA,70130,29.944429,-90.065494,4.5,9,1
_27_xPY4rCw1JEvz3VolCQ,"Singha Thai Viet Restaurant","8787 N 56th Street Temple Ter",Tampa,FL,33617,28.028473,-82.392200,3.5,104,0
_27BIQa1uBaqx9deGt6iow,"Laurentius Salon","815 Christian St",Philadelphia,PA,19147,39.938865,-75.156850,4.0,48,1
_28YCfvdBbjUA61xNi4hdQ,Walgreens,"1801 Saint Charles Ave","New Orleans",LA,70130,29.936216,-90.078014,2.5,45,1
_2a9eJC2bLeEJd0z1nLFlw,"Caliber Collision","5401 RT-42",Turnersville,NJ,08012,39.755918,-75.047699,3.5,7,1
_2axAlqUMjbJrtTAgtPQpQ,"Best Buy - Metairie","3780 Veterans Memorial Blvd",Metairie,LA,70002,30.003112,-90.167642,3.0,10,0
_2cDc86vwgqgnPJiutumbQ,"Premier Cleaners","795 E Lancaster Ave",Villanova,PA,19085,40.036629,-75.350783,2.5,5,1
_2Cpy1kYY27hh-7p6-OFfg,"Around the Town Property Management","410 S Orchard St",Boise,ID,83705,43.600754,-116.243333,4.0,7,1
_2FrIA5unwbbweldUnpROQ,"Sip N' Cycle","908 Division St",Nashville,TN,37203,36.151066,-86.781460,2.0,26,0
_2Ge9Kkch69Xi9A0TvucIg,TallBoys,"201 N Court Ave",Tucson,AZ,85701,32.224183,-110.974056,4.0,165,1
_2ghaxUvOxxjqcEfLxQSAA,"Whitemarsh Family Dentistry","400-R Germantown Pike","Lafayette Hill",PA,19444,40.092312,-75.261474,4.5,9,1
_2gi6ICYydmPJz97xwI5Gg,"Joe Dunn Arts","304 Royal St","New Orleans",LA,70130,29.954962,-90.067317,4.5,7,0
_2h__S21pkGYwDLYV6Z6bg,"CVS Pharmacy","7351 W Hillsborough Ave",Tampa,FL,33634,27.997300,-82.562400,2.0,14,1
_2k35u1zef_wGuENTVb9iQ,"Silverwood Townhouse Apartments","6707 Abrego Rd, Ste 100",Goleta,CA,93117,34.414206,-119.863720,2.0,19,1
_2K8CZTDvIHa80wJ6CjxEg,"Anthony's Appliances","1313 Cottman Ave",Philadelphia,PA,19111,40.058388,-75.078020,4.0,5,1
_2KA4HzZb_WxiBQefVV9xQ,"BRU Coffee + Beer House","11965 Jasper Avenue",Edmonton,AB,"T5K 0P1",53.540706,-113.528830,3.5,40,0
_2kIt3MLrKlzXgvVgb8YFw,"Dory Pool & Spa","748 S Meadows Pkwy, Ste A9-132",Reno,NV,89521,39.436925,-119.757352,4.5,6,1
_2miSK7ZGDJFMw-XQXkAuw,"Valvoline Instant Oil Change","8488 W Overland",Boise,ID,83709,43.590570,-116.287638,3.0,5,1
_2n-gZ53yW80Qf6-8RupYw,"Rightway Automotive","411 S Shortridge Rd",Indianapolis,IN,46219,39.764134,-86.039456,4.5,8,1
_2px12u77r7E3LQ8vnDbLg,"El Burrito","180 Bridge St",Phoenixville,PA,19460,40.133854,-75.515133,3.5,138,1
_2QdM7o6rlhUeAeAEdN4MQ,"Dress Right Tailor","1420 Locust St, Unit R2",Philadelphia,PA,19102,39.947955,-75.165897,3.0,21,1
_2qHYXX2LgozEn9tu5cMRw,"Walmart Supercenter","233 Shoemaker Rd",Pottstown,PA,19464,40.254252,-75.666083,2.0,24,1
_2tFRpBYAZPDvktMw6sh0g,KFC,"4259 - 23rd Avenue",Edmonton,AB,"T6L 5Z8",53.454195,-113.408847,1.0,7,1
_2TX8jKP7w-iY9p7LSb-Eg,"Christie's Cabaret","6608 S Tucson Blvd",Tucson,AZ,85756,32.131534,-110.936274,2.5,10,1
_2uRGD043wpog0sBcrFbYg,"McDonald Pest Control","2220 10th St SE",Largo,FL,33771,27.896692,-82.777787,4.5,7,1
_2vreQli4wZcSB_ytNuaqQ,"Tastebuds Global Fusion Cuisine","5641 Riverbend Road NW",Edmonton,AB,"T6H 4X9",53.494268,-113.577205,4.5,6,1
_2Wb35oem68Dt6jCjUumdg,"Public Storage","6543 34th St N","Pinellas Park",FL,33781,27.830718,-82.679428,1.5,7,1
_2wcVLeS5eS_4oifUjXxAQ,"Wet Seal","136 S Hope Ave","Santa Barbara",CA,93105,34.437018,-119.748229,3.0,5,0
_2x2i-Dk47a_36hcvT6wfQ,"Third Coast Soccer","2311 Veterans Memorial Blvd",Metairie,LA,70002,30.003142,-90.148017,4.0,6,1
_2xEQm2W6W5E3G6c49T5Ug,"Batteries Plus Bulbs","5925 W Arizona Pavilions Dr, Ste 101",Tucson,AZ,85743,32.353656,-111.091551,3.5,21,1
_2xlT8vl3JD68iswnRsaXg,"Rock Solid Climbing + Fitness","3949 W Costco Dr, Ste 151",Tucson,AZ,85741,32.330269,-111.049518,5.0,5,1
_2yIGMTipDG5bebyj9tINg,"Enterprise Rent-A-Car","3500 Charlotte Ave",Nashville,TN,37209,36.153066,-86.827409,2.5,29,1
_2Z6ZRtVJZ0Xmk2E8Z-b6A,"Murphy's Guns","3235 N Country Club Rd",Tucson,AZ,85716,32.265669,-110.927239,3.5,42,1
_3-4zz_PlKsSQwkCU5_a6Q,"Bowties Kids Salon","2809 Egypt Road",Audubon,PA,19403,40.128575,-75.432965,4.5,7,1
_30PYsnQuGax9SbSnVL0-A,"Mr China","359 Pennington Ave",Trenton,NJ,08618,40.231825,-74.770006,4.0,5,1
_34KJPR-T0HP9USJw1nCfw,"Hiro Ramen House","1102 Chestnut St",Philadelphia,PA,19107,39.950010,-75.158862,4.0,435,1
_357-ycTGX1t0Pla4ShVAA,"Thai Terrace Cuisine","444 Hurffville-Cross Keys Rd",Sewell,NJ,08080,39.734753,-75.068129,4.0,202,1
_370tgY88bNAMXRgN0-J5Q,Arby's,"435 W Main St",Hendersonville,TN,37075,36.303182,-86.641884,2.0,9,1
_393npnr0Dw1aGKy83x_0A,"Paladar 511","511 Marigny St, Ste A","New Orleans",LA,70117,29.963035,-90.054806,4.5,507,1
_39Ew9rR8S0YpOzWYhY0ow,"French Quarter Gem & Lapidary","527 St Philip St","New Orleans",LA,70116,29.959698,-90.061229,4.5,65,1
_3AUB8a63BztTjo7ZIN6-Q,"Positively Records","4153 Woerner Ave",Levittown,PA,19057,40.151383,-74.858544,4.5,21,1
_3b-lu_5SOpTlWnWjE2w-A,"Lynch Maintenance Service","8200 Offenhauser Dr",Reno,NV,89511,39.447810,-119.770934,5.0,7,1
_3Cv3TGUPMgnq7aADi13Wg,"WOW Café","231 N Carrolton","New Orleans",LA,70119,29.976100,-90.099526,2.0,24,0
_3DBgWpzjo_TSNm4jRNiJg,"Chinese Hot Pot Buffet","5420 Calgary Trail NW",Edmonton,AB,"T6H 4J8",53.491505,-113.496766,4.5,52,1
_3F4-hH5zhJJDTyvzNlDcg,"China Rainbow Restaurant","7217 Torresdale Ave",Philadelphia,PA,19135,40.029463,-75.036028,2.5,19,1
_3hT6D26_1uGR_W1RcmUaA,"WIN Bubble Tea - White Bridge","99 White Bridge Pike",Nashville,TN,37205,36.131607,-86.858115,4.0,26,1
_3I8v4W8ap_XK4PewwmU6A,"Valvoline Instant Oil Change","205 Homer Adams Pkwy",Alton,IL,62002,38.919885,-90.172283,4.5,8,1
_3j8rQHUviV55AqsSSzK2w,"Robola Pizza & Grill","1999 N 52nd St",Philadelphia,PA,19131,39.988611,-75.227645,3.0,35,1
_3m2qyCqx2pnDNyo5vYM3g,"Stone Creek Zionsville","4450 Weston Pointe Dr, Ste 150",Zionsville,IN,46077,39.947745,-86.238000,4.0,206,1
_3mIHvzReaJsSB8UnbTnKQ,"David White, DDS","1300 Haskell St",Reno,NV,89509,39.511375,-119.807874,4.5,12,1
_3NZVCWeyFZ1_vWqi2avjw,"Nick's Old Original Roast Beef","2149 S 20th St",Philadelphia,PA,19145,39.924466,-75.179307,4.5,258,1
_3OF4bre2nrpIzxC27EhlQ,"Legit Pho","7262 Fishers Crossing Dr",Fishers,IN,46038,39.958558,-86.042344,4.5,85,0
_3oJRVffZf0W-x8A7_Ds9w,"Elite Hardwood Restoration","405 S Dale Mabry Hwy, Ste 366",Tampa,FL,33609,27.940914,-82.506131,1.0,5,0
_3pg_9eXU7ZGbljaNuYGiQ,"Stephenson's Auction","1005 Industrial Hwy",Southampton,PA,18966,40.162691,-75.044262,2.5,9,1
_3SfdIE0ac8SXxMktIGVsQ,"McAlister's Deli","735 E Wetmore Rd",Tucson,AZ,85705,32.287144,-110.960450,4.0,72,0
_3SJZnJN4wT8yr4DVNNqDA,"David Gardner, DMD - Rittenhouse Dentistry","1728 Spruce St, Ste 101",Philadelphia,PA,19103,39.947458,-75.170830,5.0,48,1
_3su-am_oQzuvqfaausJ0A,"Karleys Linens","4928 Disston St",Philadelphia,PA,19135,40.023817,-75.040144,4.5,9,1
_3TCEJUWIsg0RYfg4JktCg,"Hut Sports Bar & Grill","130 Behrens St","O Fallon",IL,62269,38.594714,-89.897176,4.0,9,1
_3TQ-w2vIh1CTuYgZp76uw,"Rimon at Tulane Hillel","912 Broadway St","New Orleans",LA,70118,29.940061,-90.124958,4.0,5,1
_3U2YwnbcdtDc1UVvjUrkw,"Just Love Coffee Cafe - Music Row","1528 Demonbreun St",Nashville,TN,37203,36.152948,-86.790782,4.0,263,1
_3VCzu9a79nrU0YA-WvUCg,McDonald's,"4443 W Kennedy",Tampa,FL,33607,27.945172,-82.519890,2.5,47,1
_3VgAb8CcWXrsQdR5FM5Qw,Talbots,"3029 Veterans Memorial Blvd",Metairie,LA,70002,30.003733,-90.153279,2.5,5,1
_3WAkg_nfdRoOvadFs9teA,Subway,"2100 8th Ave S",Nashville,TN,37204,36.132239,-86.778721,3.5,17,1
_3X4IRjAJ63rk2XoER8eaA,"Jiffy Lube","3998 SouthEast St",Indianapolis,IN,46227,39.708233,-86.149419,3.5,8,1
_3y3VvOwAqU0w-yz9j9Orw,"Big O Tires","4602 W State St",Boise,ID,83703,43.647913,-116.246021,4.5,15,1
_4_jANQD9Vxr7y7DVA6RQg,"Maka Eatery","10211-102 Avenue NW",Edmonton,AB,"T6A 0S4",53.543026,-113.496597,4.5,6,1
_4_qlN7JR4wCRRjkSysk1g,"Godby Home Furnishings","14550 Mundy Dr",Noblesville,IN,46060,39.999497,-86.001132,2.0,41,1
_40CSZCKamFvHGZXaVaGXQ,"Samosa House","9405 118 Avenue NW",Edmonton,AB,"T5G 0N5",53.570288,-113.486021,3.5,6,1
_40o-5GZWs6IemZ5G3d_BA,"Soho Shave Company","1910 W Platt St",Tampa,FL,33606,27.941717,-82.479256,4.5,7,1
_41hRR-WQEz7ffeeopwJ6A,"Go Popcorn","18 W Lightcap Rd, Ste 1053",Pottstown,PA,19464,40.236123,-75.569337,4.0,9,0
_41SpyZZw0uDUE3mQjv_OQ,Azul,"39 E 9th St",Indianapolis,IN,46204,39.779101,-86.156316,2.5,9,0
_42GuvIzmEwVI4lE5zYpFA,"Andy Mohr Ford","2713 E Main St",Plainfield,IN,46168,39.719677,-86.349446,2.0,95,1
_42k0tj-oseoViaTEWb-Dw,"El Indio","3355 S 6th Ave",Tucson,AZ,85713,32.185402,-110.967848,3.5,70,0
_44M9vtsTFBe_48uB72taA,"Public Storage","6330 Market St","Upper Darby",PA,19082,39.962606,-75.248248,2.5,19,1
_46NI0zcrnA0HFWdRmGbkg,"Coffee Works Roastery & Cafe","910 Haddonfield Berln Rd, Unit 6",Voorhees,NJ,08043,39.851135,-74.979526,3.5,12,0
_47K-Y1tPeKHTo6PxJLNYg,"Mower Medics","10004 N Armenia Ave",Tampa,FL,33612,28.040328,-82.480165,4.0,5,1
_47Xt1FPfidep-Res9U4EQ,"Cookies by Design","11740 N Dale Mabry Hwy",Tampa,FL,33618,28.054921,-82.505846,3.5,8,1
_49FsmTfruZSTjxU4OwOsg,"Taziki's Mediterranean Cafe - West End","3001 W End Ave",Nashville,TN,37212,36.143655,-86.813522,3.5,120,1
_4A9jOgyQGrkI9me_TmRmw,"Tempered Fine Chocolates","1201 5th Ave N, Ste 103",Nashville,TN,37208,36.175429,-86.788344,4.5,96,1
_4AA5f1GhFkBr8mQFkuWug,"R Bar","350 E Congress St, Ste 110",Tucson,AZ,85701,32.221753,-110.966236,4.0,77,0
_4aSONgu82BOO4Vt2b5pXA,"Head to Toe Salon","13028 Race Track Rd",Tampa,FL,33626,28.070886,-82.632571,3.5,6,1
_4aXcnsN9iboENHK7cGD4Q,"Lecada Medical Artistry","3710 W Azeele St",Tampa,FL,33609,27.941010,-82.504512,4.5,43,1
_4bhVmlvT9dvqydQG2TOMA,"Olive + Oak","216 W Lockwood Ave","Saint Louis",MO,63119,38.593008,-90.361687,4.5,722,1
_4CDv5gKHpPb1ALZKS4Sjw,"Bro's Pizzeria & Bar","2535 E Bay Dr",Largo,FL,33771,27.916164,-82.760905,4.0,98,1
_4E8aECY-679SxLH4R0Z3g,Amoroso's,"845 S 55th St",Philadelphia,PA,19143,39.945919,-75.233230,3.0,5,0
_4FbrGumeyeOeK2kbDFxEA,"King of Donair","10364 - 82 Avenue NW",Edmonton,AB,"T6E 1Z8",53.518246,-113.497042,3.0,28,0
_4g4EBJowOS_LXbyMB7DnQ,McDonald's,"801 Rt 38","Cherry Hill",NJ,08002,39.936079,-75.044117,2.5,18,1
_4LtVmrCdz40l1DnptAmgQ,"Tin Roof","1516 Demonbreun St",Nashville,TN,37203,36.153289,-86.790056,3.0,215,1
_4MkKKEP0jt9jnPybvv4mg,"Tailors International","201 Saint Charles Ave","New Orleans",LA,70170,29.952030,-90.070334,4.5,18,1
_4N42lxdqnKFPKOOFhc0xw,"Mark Silverberg, MD, FAAP, FAAO","4151 Foothill Rd, Bldg B, Sansum Clinic Foothill Eye Center","Santa Barbara",CA,93110,34.420334,-119.710749,4.5,19,1
_4phv9XzNCWRCsISk4VAsA,"ViXen Nails & Spa","2676 Bayshore Blvd, Ste I",Dunedin,FL,34698,28.052138,-82.780427,4.5,15,1
_4RMTJMed8dD7_HFzHhwOw,"N'awlins Sports","916 Decatur St","New Orleans",LA,70116,29.958661,-90.060792,2.0,10,1
_4RXDq3NP1agGtU_9_FdGA,"Liberto Cleaners","4814 Prytania St","New Orleans",LA,70115,29.924106,-90.107065,2.5,44,1
_4T-55TJgr1uHEQsR-_VkA,"Carmels Dance Wear","3004 Cleary Ave",Metairie,LA,70002,30.000972,-90.172701,4.0,9,1
_4TdsH2Q35lOHmrP-kbU7w,"American Riviera Bank - Santa Barbara","1033 Anacapa St","Santa Barbara",CA,93101,34.423264,-119.702082,4.0,15,1
_4tW_rwpBBLzuC0fDfGSdw,"Firestone Complete Auto Care","3301 Old Capitol Trl",Wilmington,DE,19808,39.733912,-75.624563,3.5,11,1
_4utkCUcIyUT28CtZQ7DnQ,"American Floorcraft","10159 Watson Rd","St. Louis",MO,63127,38.556428,-90.399303,4.5,6,1
_4VrDSmqabnuqwaQlOI6-w,IHOP,"5 N Hwy 67 St",Florissant,MO,63031,38.795290,-90.340970,2.5,34,1
_4VXaJvHXEqN-eOPfh3H7A,"Vivo Ristorante","6143 Currents Dr NW",Edmonton,AB,"T6W 0L9",53.437514,-113.603298,3.0,7,1
_4y59Z-edhsfmLfGAFBjxQ,"Patty Long Catering","1808 S 9th St","Saint Louis",MO,63104,38.648783,-90.260690,3.5,14,0
_4zUuKFW9GmmNYfswqaXNQ,"Lana's Copper Kettle","4004 Granny White Pike",Nashville,TN,37204,36.105210,-86.795580,3.5,148,1
_5_x1-g7vMxag8fPNJT_3A,"Village Wine Cellar Wine Bar and Bistro","4038 Skippack Pike",Skippack,PA,19474,40.223500,-75.400216,2.5,26,0
_5_xybRFzDlvIkK_y10Iww,"Sheraton Westport Chalet Hotel St. Louis","191 Westport Plz","Saint Louis",MO,63146,38.702328,-90.447434,3.0,85,1
_5-bb3nXPssdFNP_sWW7pg,"O'Neil Buick GMC","869 W St Rd",Warminster,PA,18974,40.211082,-75.106099,3.5,40,1
_50hNNH69PsOJXrurN2OLw,"North Scott Barber & Salon","27 N Scott Ave",Tucson,AZ,85701,32.222553,-110.969994,4.0,12,0
_50ktyxuUnfkRcDBELZpvg,"Pizza Pie II","184 N Pine St",Langhorne,PA,19047,40.177601,-74.917750,4.5,34,1
_52HNoJjNkxemydDYM4CcA,"Beuford's Beauty & Barber","5451 E Benson Hwy",Tucson,AZ,85756,32.127114,-110.876065,4.5,7,1
_52OeiIHlSwhVjnaI8r46g,"Bliss Nails & Spa","276 W Swedesford Rd",Berwyn,PA,19312,40.071255,-75.441053,3.0,54,1
_55pMRf55YS9qecJdN4iUA,"La Tolteca","1758 Allentown Roa",Lansdale,PA,19446,40.259817,-75.329315,3.0,7,0
_57sal9ELZ80BA-hzuadYQ,"Exley's Landscape Service","1535 Tanyard Rd",Sewell,NJ,08080,39.776338,-75.131305,3.0,12,1
_57u1Hc98wUyxKdgeVURtg,"Bristol Cleaners & Laundry","120 107th Ave","Treasure Island",FL,33706,27.769877,-82.768581,2.5,5,1
_58WfMGlrmnPossd2Gps6g,"Black Radish Grocer","2923 N 12th St",Tampa,FL,33605,27.970431,-82.446872,5.0,17,1
_5aMfyqG0ei_dLkUqfSWBQ,"Bear Canyon Pizza","8987 E Tanque Verde Rd",Tucson,AZ,85749,32.259881,-110.799633,3.5,255,1
_5arUCK9zn1NegiZRxb6Rg,"Love's Travel Stop","130 W Trinity Ln",Nashville,TN,37207,36.205153,-86.771737,3.0,16,1
_5aUqcRlSkRV32ik88xSKg,ReadyRefresh,"30 Twin Bridge Dr",Pennsauken,NJ,08110,39.982154,-75.024611,1.5,31,1
_5B7hvgzs8r8cf9KcwhmUA,"Park's Alterations","3707 Hillsboro Pike",Nashville,TN,37215,36.109690,-86.812109,2.0,8,1
_5BlWVancppOgHHq7WvzQw,"Goodwill Industries of Middle Tennessee - 99 Cent Outlet","291 New Shackle Island Rd",Hendersonville,TN,37075,36.320675,-86.624181,4.5,6,0
_5cmcdvqnfVCkMnqVJQtXw,"Rossi's Hair Studio","1009 Spruce Street",Philadelphia,PA,19107,39.946358,-75.158296,4.5,15,1
_5dIisc2ujN8R0IZqBfwWA,"Residence Inn by Marriott Wilmington Downtown","1300 North Market St",Wilmington,DE,19801,39.748335,-75.545454,3.5,6,1
_5ElpvIsMeeZrCxhb19MzQ,"Glazer Children's Museum","110 W Gasparilla Plz",Tampa,FL,33602,27.949605,-82.461694,4.0,137,1
_5FDW5ajz6NKsPqePPZI0g,"Wild Wasabi","295 Buck Rd",Southampton,PA,18966,40.174804,-74.984790,3.5,8,0
_5h3U4VntrDCbdatPykUgg,"Baker's American Bar & Grille","1134 Street Rd",Southampton,PA,18966,40.168464,-75.033844,3.5,35,0
_5j1jqZfayk8QiOdpclF1Q,"Bravo's Pizza Seafood House","5734 N 2nd St",Philadelphia,PA,19120,40.038510,-75.124900,1.5,12,1
_5j3lZik3p30e9vxUMtoBg,PetSmart,"12835 Citrus Plaza Dr",Tampa,FL,33625,28.063829,-82.573484,3.0,25,1
_5k9hs8ae9S9Dj46EZrSAg,Starbucks,"2350 West Brandon Blvd",Brandon,FL,33511,27.939907,-82.323166,2.5,98,1
_5ks_7OiDD_fte9DSYSQ2w,"Fritz in Fishers","8599 E 116th St",Fishers,IN,46038,39.956197,-86.018376,3.0,14,1
_5ky43xqNW9epG2KYJnpUQ,"Equus Management Group","4888 Sparks Blvd",Sparks,NV,89436,39.581387,-119.723375,1.5,5,1
