user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
__geLtwt5KEZ2Kw7catlRQ,Kathryn,7,"2017-04-15 17:48:37",1,1,0,0,3.50,0,0,0,0,0,0,0,0,0,0,0
__gfC3tBJs5xL0BApssDLg,Barbie,15,"2011-12-15 19:10:50",18,6,3,0,4.53,0,1,0,0,0,0,0,0,0,0,0
__GHy1xxetn0SBqP4b_odA,John,33,"2009-07-19 13:43:27",17,9,8,3,3.64,0,0,0,0,0,0,1,1,1,1,0
__GI5C9HRPObrKC2a3-7VQ,Colleen,22,"2011-01-21 23:37:53",20,3,8,0,4.17,0,0,0,0,0,0,0,0,0,0,0
__gMnftsUY90PswC1tptGw,Jenny,5,"2014-02-19 14:18:57",4,0,0,0,4.40,0,0,0,0,0,0,0,0,0,0,0
__GTRn70c0qX7I197WWM0A,K,2,"2015-11-16 17:58:45",0,0,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__gwN7xW4z6pYb9qvmGJ_w,Jenni,9,"2016-11-03 16:03:53",5,0,1,1,4.00,0,0,0,0,0,0,0,0,0,0,0
__Gxn3N-8EH2Mr_OX-VnmQ,Drew,2,"2017-10-15 21:45:31",0,0,1,1,4.50,1,0,0,0,0,0,0,0,0,0,0
__H658geAH4BklwpR5Z9Eg,Johannan,8,"2009-03-03 19:51:59",3,4,3,0,4.25,0,0,0,0,0,1,1,1,1,0,0
__HAT3vwRR8Q0_IcgFn5yQ,Roy,120,"2012-12-10 00:52:50",131,30,32,7,3.69,1,4,0,0,0,1,6,2,2,2,0
__hhB4sBithR2FN28eNOHg,David,11,"2010-10-20 21:43:01",17,9,0,0,1.91,0,0,0,0,0,1,0,0,0,1,0
__HHDwgGqlDU2UAu0S9eug,Patricia,5,"2011-07-09 18:07:36",8,0,0,0,4.80,0,0,0,0,0,0,0,0,0,0,0
__Hp7Yera1Uc0JED8nf97w,Erik,7,"2013-09-27 00:10:35",12,6,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0
__hqv8fXuJ9w0rhDXU-nVA,Evan,132,"2008-11-30 22:21:31",181,78,102,26,4.33,6,3,1,2,1,4,2,9,9,4,4
__hr-GtD9qh8_sYSGTRqXw,Colette,1,"2019-02-06 02:37:30",0,0,0,0,1.00,0,0,0,0,0,0,0,0,0,0,0
__hsgxjcgmr6b54MVjGRxg,Sarah,25,"2012-04-01 23:37:54",7,0,2,1,5.00,0,0,0,0,0,1,0,0,0,0,0
__HVKcFKVdr6lVFH2rdQVw,D.T.,93,"2007-10-22 18:46:07",90,11,27,0,4.18,0,3,0,0,0,1,2,1,1,1,0
__i0ss8DG04FSJKzmURBPA,Melissa,3,"2019-03-08 16:21:56",0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0
__i1ytT4_ppbxycxXWV71A,Michelle,13,"2016-04-22 03:54:12",17,10,1,0,3.00,0,0,0,0,0,2,0,0,0,0,0
